"titulo","resumen","enlace","fecha","imagen","autor"
"Accessibility and web innovation – a constant struggle","I just came back from a small “accessibility tour” giving a talk about accessibility and web innovation in Stockholm, Sweden at Funkas Tillgänglighetsdagar and then in Paris at the W3Cafe meetup. In essence what I was musing about is that there is still a massive disconnect between accessibility and the development world. Accessibility is not […]","https://hacks.mozilla.org/2011/04/accessibility-and-web-innovation-a-constant-struggle/","April 18, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Wiki Wednesday: April 13, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/04/wiki-wednesday-april-13-2011/","April 13, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"How to resume a paused or broken file upload","This is a guest post written by Simon Speich. Simon is a web developer, believer in web standards and a lover of Mozilla since Mozilla 0.8 (!). Today, Simon is experimenting with the File API and the new Slice() method introduced in Firefox 4. Here is how he implements a resume upload feature in a […]","https://hacks.mozilla.org/2011/04/resumeupload/","April 8, 2011","https://secure.gravatar.com/avatar/07fc23f2fd43f7463198bea20e5ca84d?s=72&d=mm&r=g","Simon Speich"
"Wiki Wednesday: April 6, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/04/wiki-wednesday-april-6-2011/","April 6, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Using client-side storage, today.","I recently tried to store locally the content of a form to make it resilient to inadvertent tab closing and crashes. Here is what I learned about the different ways to achieve client-side storage. Cookies can crumble Cookies are not a valid storage mean, as their size is limited to roughly 4000 characters (4KB) and […]","https://hacks.mozilla.org/2011/04/using-client-side-storage-today/","April 5, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Another successful MDN doc sprint","While this weekend’s documentation sprint was smaller than the previous one, it represented significant steps toward achieving the goal of making Mozilla Developer Network a comprehensive, usable, and accurate resource for everyone developing for the web. Eric Shepherd created and refined (and the rest of us began implementing) a format and related templates for browser […]","https://hacks.mozilla.org/2011/04/another-successful-mdn-doc-sprint/","April 3, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Wiki Wednesday: March 30, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/03/wiki-wednesday-march-30-2011/","March 30, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"The European MDN access snafu","Over the last couple of days, we had a problem come up that broke access to MDN documentation from Europe. I thought I’d share an explanation of what happened because it’s a slightly interesting story, and our European users deserve to know. A few days ago, we started having a round of persistent spamming, with […]","https://hacks.mozilla.org/2011/03/the-european-mdn-access-snafu/","March 29, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Firefox 4 for Mobile: Demos!","The Release Candidate for Firefox 4 for mobile (Maemo and Android) is out. If you want to see a quick overview of Firefox for Mobile, look at Madhava’s post. Firefox 4 Desktop, Firefox 4 Mobile: same engine! And this is awesome! It means you will find the same feature in mobile and desktop: HTML5, CSS3 […]","https://hacks.mozilla.org/2011/03/webowonder-mobile/","March 25, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"The story of an Audio & WebGL Demo: No Comply","The audio team is made up of a group Mozilla volunteers who developed the Audio API and, most recently,  a new generation of WebGL demos. This is the story of the development of the No Comply demo. In the fall, after finishing Flight of the Navigator, our team of audio and WebGL hackers was looking […]","https://hacks.mozilla.org/2011/03/nocomply/","March 25, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"Firefox 4 Demos: More 3D!","Firefox 4 is here! Yeah! And to celebrate the launch, we have released another round of demos on Web O’ Wonder, with 3 awesome WebGL demos! (This new round also introduces mobile-specific demos, see this dedicated blog post). WebGL: It’s 3D and Web Content together. Demo by Cédric Pinson and Guillaume Lecollinet. GlobeTweeter is a […]","https://hacks.mozilla.org/2011/03/webowonder-3d/","March 25, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"Help improve MDN docs: Sprint April 1-2","The last documentation sprint was so much fun, we couldn’t wait to do it again. So we’re holding another one next weekend, from April 1 at 14:00 UTC until April 2 at 23:59 UTC: This is a online sprint, meaning that people will participate from wherever they are, coordinating via IRC[1]. Please join us for […]","https://hacks.mozilla.org/2011/03/help-improve-mdn-docs-sprint-april-1-2/","March 25, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Wiki Wednesday: March 23, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/03/wiki-wednesday-march-23-2011/","March 23, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Firebug 1.7 New Features","Firebug 1.7 with full support for Firefox 4 is out of the door and I can’t miss this opportunity to describe some of the features introduced in this release. For those who don’t follow Firebug blog and/or are not familiar with Firebug too much/not at all, let’s start with some links leading to sources where […]","https://hacks.mozilla.org/2011/03/firebug-1-7-new-features/","March 23, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Firefox 4 Performance","Dave Mandelin from the JS team and Joe Drew from the Graphics team summarize the key performance improvements in Firefox 4. The web wants fast browsers. Cutting-edge HTML5 web pages play games, mash up and share maps, sound, and videos, show spreadsheets and presentations, and edit photos. Only a high-performance browser can do that. What […]","https://hacks.mozilla.org/2011/03/firefox4-performance/","March 22, 2011","https://secure.gravatar.com/avatar/542ca9302fbab4bb9bfdfae2d43c4431?s=72&d=mm&r=g","Stormy Peters"
"Promoting the use of new web technologies in Lithuania","Last week around 2500 developers, designers, entrepreneurs and managers came to Vilnius, Lithuania to attend the fifth Login conference. Speakers included people from Nokia, Wired, Flattr.com (run by the founder of the Pirate Bay), Tate Modern and Amnesty international and the conference covered everything from viral video over web security and privacy up to bleeding […]","https://hacks.mozilla.org/2011/03/promoting-the-use-of-new-web-technologies-in-lithuania/","March 21, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Wiki Wednesday: March 16, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/03/wiki-wednesday-march-16-2011/","March 16, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Firefox 4 Demos: Awesome CSS3 Planetarium","O hai pixel lovers! Check out this gorgeous CSS3 demo: Planetarium, by the LittleWorkshop team (@glecollinet & @whatthefranck). Screencast: Youtube link. Gorgeous Animations The principal feature show-cased in this demo is CSS3 Transitions. The animation between the welcome-screen and the planet-screen, and the animation between the different planets are powered by transitions. But there are […]","https://hacks.mozilla.org/2011/03/css3-planetarium/","March 16, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"Firefox 4 Demos: Runfield – a Canvas Game","Yeah! Another awesome demo in Web’o Wonder! With Hardware Acceleration and a fast JavaScript engine, the web platform is ready for Games. Runfield is an example. This HTML5 Game has been developed by Ilmari Heikkinen. It’s based on Canvas 2D, and this game works on all the recent browsers. (small definition version here – Oh! […]","https://hacks.mozilla.org/2011/03/runfield/","March 16, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"The shortest image uploader – ever!","A couple of line of JavaScript. That’s all you need. This is a very short Image Uploader, based on imgur.com API. If you want to do more complex stuff (like resize, crop, drawing, colors, …) see my previous post. Back-story. I’ve been talking to Imgur.com‘s owner (Hi Alan!). He recently added Drag’n Drop support to […]","https://hacks.mozilla.org/2011/03/the-shortest-image-uploader-ever/","March 11, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
